,id,adult,title,original_language,overview,title,popularity,release_date,vote_average,vote_count
9689,47933,False,Independence Day: Resurgence,en,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",Independence Day: Resurgence,70.283,2016-06-22,5.3,5314
9690,134375,False,Home Alone: The Holiday Heist,en,"8-year-old Finn is terrified to learn his family is relocating from sunny California to Maine in the scariest house he has ever seen! Convinced that his new house is haunted, Finn sets up a series of elaborate traps to catch the “ghost” in action. Left home alone with his sister while their parents are stranded across town, Finn’s traps catch a new target – a group of thieves who have targeted Finn’s house.",Home Alone: The Holiday Heist,25.282,2012-11-25,5.3,324
9691,632727,False,Texas Chainsaw Massacre,en,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",Texas Chainsaw Massacre,409.487,2022-02-18,5.3,881
9692,243940,False,The Lazarus Effect,en,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",The Lazarus Effect,17.177,2015-01-29,5.3,1211
9693,41413,False,Sorry if I Want to Marry You,it,"Second part of the film ""Sorry if I love you"". Alex (Raoul Bova) and Niki (Michela Quattrociocche) are more in love than ever. They have just returned from the lighthouse on the island Blu where they have lived unforgettable days. Niki returns to see his friends, but a number of important changes in their lives will test the friendship of the girls. Alex also resume life with his old friends. All of them, Flavio, Enrico and Pietro, are no longer serene and safe husbands due to certain difficulties that have compromised their marriages.",Sorry if I Want to Marry You,6.956,2010-02-12,5.3,346
9694,531735,False,Ibiza,fr,"A mature podiatrist, his girlfriend and her teenage children travel Ibiza to live a crazy holidays.",Ibiza,5.6,2019-07-03,5.3,243
9695,26123,False,American Pie Presents: The Book of Love,en,"Ten years after the first American Pie movie, three new hapless virgins discover the Bible hidden in the school library at East Great Falls High. Unfortunately for them, the book is ruined, and with incomplete advice, the Bible leads them on a hilarious journey to lose their virginity.",American Pie Presents: The Book of Love,125.065,2009-06-18,5.3,1494
9696,316154,False,The Bad Batch,en,"In a desert wasteland in Texas, a muscled cannibal breaks one important rule: don’t play with your food.",The Bad Batch,17.614,2017-06-23,5.2,879
9697,10391,False,Bless the Child,en,"When Maggie's sister Jenna saddles her with an autistic newborn named Cody she touches Maggie's heart and becomes the daughter she has always longed for. But six years later Jenna suddenly re-enters her life and, with her mysterious new husband, Eric Stark, abducts Cody. Despite the fact that Maggie has no legal rights to Cody, FBI agent John Travis takes up her cause when he realizes that Cody shares the same birth date as several other recently murdered children.",Bless the Child,8.021,2000-08-11,5.2,229
9698,9290,False,Crocodile Dundee in Los Angeles,en,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent",Crocodile Dundee in Los Angeles,17.443,2001-04-12,5.2,500
9699,109091,False,The Counselor,en,A lawyer finds himself in far over his head when he attempts to get involved in drug trafficking.,The Counselor,14.945,2013-10-25,5.2,1585
9700,242673,False,The Adulteen,fr,"Arnaud Mustier, lawyer and brilliant philosopher, arouses the annoyance of his younger brother Jules, age sixteen. One day, Arnaud is a victim of a late adolescent crisis. Helped by Jules, he is going to catch up this phase of the life which he did not live.",The Adulteen,5.266,2013-12-18,5.2,200
9701,71254,False,Arena,en,"David Lord finds himself forced into the savage world of a modern gladiatorial arena, where men fight to the death for the entertainment of the online masses.",Arena,10.38,2011-10-11,5.2,228
9702,11540,False,Adventures of Arsène Lupin,fr,"As the daring thief Arsène Lupin (Duris) ransacks the homes of wealthy Parisians, the police, with a secret weapon in their arsenal, attempt to ferret him out.",Adventures of Arsène Lupin,7.537,2004-09-17,5.2,284
9703,9713,False,Holy Man,en,"Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience, and takes America by storm.",Holy Man,6.897,1998-10-08,5.2,339
9704,17130,False,Crossroads,en,"Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy falls in love with Ben and against her father's wishes, she stays and she goes to the audition.",Crossroads,10.702,2002-02-15,5.2,505
9705,70868,False,I Don't Know How She Does It,en,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",I Don't Know How She Does It,14.871,2011-09-16,5.2,335
9706,10167,False,Half Past Dead,en,"A man goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there, he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.",Half Past Dead,12.561,2002-11-15,5.2,285
9707,77948,False,The Cold Light of Day,en,"After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.",The Cold Light of Day,14.03,2012-04-04,5.2,737
9708,51481,False,Mean Girls 2,en,"After a clique of girls makes life difficult, a new student forms a rival group to take control of the school's corridors.",Mean Girls 2,41.936,2011-01-23,5.2,1073
9709,86467,False,Bel Ami,en,"Georges Duroy travels through 1890s Paris, from cockroach ridden garrets to opulent salons, using his wits and powers of seduction to rise from poverty to wealth, from a prostitute’s embrace to passionate trysts with wealthy beauties, in a world where politics and media jostle for influence, where sex is power and celebrity an obsession.",Bel Ami,7.976,2012-03-09,5.2,449
9710,18238,False,Lesbian Vampire Killers,en,"With their women having been enslaved by a pack of lesbian vampires, the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice.",Lesbian Vampire Killers,13.212,2009-03-16,5.2,304
9711,12619,False,Cherry Falls,en,"Cherry Falls is a quiet little town - until the night that a serial killer begins preying on its youth. After a third teen is found slain, the killer's modus operandi emerges: the victims were all virgins. Sheriff Marken is concerned for the safety of the teens in general and in particular his own daughter Jody, who is still a virgin...",Cherry Falls,6.435,2000-08-25,5.2,218
9712,9480,False,Daredevil,en,A man blinded in a childhood accident fights crime using his superhumanly-elevated remaining senses.,Daredevil,32.926,2003-02-14,5.2,4306
9713,13613,False,Day of the Dead,en,"When a small Colorado town is overrun by the flesh hungry dead, a small group of survivors try to escape in a last ditch effort to stay alive.",Day of the Dead,14.962,2008-04-08,5.2,301
9714,11933,False,Nothing but Trouble,en,"While attempting to seduce gorgeous lawyer Diane Lightson, wealthy gadabout Chris Thorne agrees to drive her to Atlantic City, N.J. But, when some reckless driving draws the attention of a deeply critical cop, they and the flamboyant ""Brazillionaires"" who tagged along end up in the court of a grotesque and vengeful judge, who has a special vendetta against the wealthy and erudite.",Nothing but Trouble,9.667,1991-02-14,5.2,270
9715,560362,False,Rattlesnake,en,"After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",Rattlesnake,12.203,2019-10-25,5.2,363
